2.826230000000000131e-01,1.409259999999999957e-01,4.575170000000000070e-01,1.000000000000000000e+00
2.826230000000000131e-01,1.409259999999999957e-01,4.575170000000000070e-01,1.000000000000000000e+00
2.826230000000000131e-01,1.409259999999999957e-01,4.575170000000000070e-01,1.000000000000000000e+00
2.822899999999999854e-01,1.459119999999999862e-01,4.615099999999999758e-01,1.000000000000000000e+00
2.822899999999999854e-01,1.459119999999999862e-01,4.615099999999999758e-01,1.000000000000000000e+00
2.822899999999999854e-01,1.459119999999999862e-01,4.615099999999999758e-01,1.000000000000000000e+00
2.822899999999999854e-01,1.459119999999999862e-01,4.615099999999999758e-01,1.000000000000000000e+00
2.822899999999999854e-01,1.459119999999999862e-01,4.615099999999999758e-01,1.000000000000000000e+00
2.818869999999999987e-01,1.508809999999999873e-01,4.654050000000000131e-01,1.000000000000000000e+00
2.818869999999999987e-01,1.508809999999999873e-01,4.654050000000000131e-01,1.000000000000000000e+00
2.818869999999999987e-01,1.508809999999999873e-01,4.654050000000000131e-01,1.000000000000000000e+00
2.818869999999999987e-01,1.508809999999999873e-01,4.654050000000000131e-01,1.000000000000000000e+00
2.818869999999999987e-01,1.508809999999999873e-01,4.654050000000000131e-01,1.000000000000000000e+00
2.818869999999999987e-01,1.508809999999999873e-01,4.654050000000000131e-01,1.000000000000000000e+00
2.814119999999999955e-01,1.558340000000000003e-01,4.692009999999999792e-01,1.000000000000000000e+00
2.814119999999999955e-01,1.558340000000000003e-01,4.692009999999999792e-01,1.000000000000000000e+00
2.814119999999999955e-01,1.558340000000000003e-01,4.692009999999999792e-01,1.000000000000000000e+00
2.814119999999999955e-01,1.558340000000000003e-01,4.692009999999999792e-01,1.000000000000000000e+00
2.814119999999999955e-01,1.558340000000000003e-01,4.692009999999999792e-01,1.000000000000000000e+00
2.808680000000000065e-01,1.607709999999999972e-01,4.728990000000000138e-01,1.000000000000000000e+00
2.808680000000000065e-01,1.607709999999999972e-01,4.728990000000000138e-01,1.000000000000000000e+00
2.808680000000000065e-01,1.607709999999999972e-01,4.728990000000000138e-01,1.000000000000000000e+00
2.808680000000000065e-01,1.607709999999999972e-01,4.728990000000000138e-01,1.000000000000000000e+00
2.808680000000000065e-01,1.607709999999999972e-01,4.728990000000000138e-01,1.000000000000000000e+00
2.802549999999999764e-01,1.656930000000000069e-01,4.764979999999999771e-01,1.000000000000000000e+00
2.802549999999999764e-01,1.656930000000000069e-01,4.764979999999999771e-01,1.000000000000000000e+00
2.802549999999999764e-01,1.656930000000000069e-01,4.764979999999999771e-01,1.000000000000000000e+00
2.802549999999999764e-01,1.656930000000000069e-01,4.764979999999999771e-01,1.000000000000000000e+00
2.802549999999999764e-01,1.656930000000000069e-01,4.764979999999999771e-01,1.000000000000000000e+00
2.802549999999999764e-01,1.656930000000000069e-01,4.764979999999999771e-01,1.000000000000000000e+00
2.795739999999999892e-01,1.705990000000000006e-01,4.799970000000000070e-01,1.000000000000000000e+00
2.795739999999999892e-01,1.705990000000000006e-01,4.799970000000000070e-01,1.000000000000000000e+00
2.795739999999999892e-01,1.705990000000000006e-01,4.799970000000000070e-01,1.000000000000000000e+00
2.795739999999999892e-01,1.705990000000000006e-01,4.799970000000000070e-01,1.000000000000000000e+00
2.795739999999999892e-01,1.705990000000000006e-01,4.799970000000000070e-01,1.000000000000000000e+00
2.788260000000000183e-01,1.754900000000000071e-01,4.833970000000000211e-01,1.000000000000000000e+00
2.788260000000000183e-01,1.754900000000000071e-01,4.833970000000000211e-01,1.000000000000000000e+00
2.788260000000000183e-01,1.754900000000000071e-01,4.833970000000000211e-01,1.000000000000000000e+00
2.788260000000000183e-01,1.754900000000000071e-01,4.833970000000000211e-01,1.000000000000000000e+00
2.788260000000000183e-01,1.754900000000000071e-01,4.833970000000000211e-01,1.000000000000000000e+00
